,term,URI,aat_bow,spacy_cs
3013,western,300244189,"['good', 'quality', 'varying', 'mahal', 'early', 'floral', 'trade', 'characterized', 'suruk', 'particularly', 'sarouk', 'pile', 'style', 'introduced', 'disconnected', 'large', 'century', 'sarouq', 'scheme', 'knotted', 'saruq', 'floor', 'produced', 'colored', 'come', 'handwoven', 'variety', 'cotton', 'muskabad', 'sometimes', 'rose', 'scale', 'village', 'plant', 'textile', 'spray', 'name', 'filled', 'medallion', 'north', 'commercial', 'arak', 'carpet', 'decorative', 'longer', 'saruk', 'asymmetrically', 'field', 'neighborhood', 'short', 'covering']",0.798
3014,western,300404652,"['common', 'placed', 'surname', 'first', 'qualified', 'distinguish', 'individual', 'family', 'modern', 'addition', 'hereditary', 'basis', 'cultural', 'necesssarily', 'added', 'context', 'others', 'end', 'term', 'became', 'place', 'epithet', 'member', 'used', 'last', 'name', 'tradition', 'personal', 'may', 'string']",0.833
3015,western,300265996,"['non', 'single', 'south', 'scattered', 'mountain', 'inhabiting', 'evidence', 'area', 'dry', 'specie', 'two', 'hartmannae', 'plain', 'differing', 'overlapping', 'striped', 'sexual', 'found', 'distinct', 'genetic', 'namibia', 'variation', 'width', 'spite', 'stripe', 'typically', 'proposed', 'upland', 'cape', 'equus', 'indicates', 'zebra', 'territory', 'black', 'recent', 'although', 'equine']",0.849
3016,western,300265830,"['vessel', 'bronze', 'usually', 'used', 'earliest', 'wine', 'among', 'erlitou', 'jues', 'middle', 'jue', 'ritual', 'chinese', 'cup', 'spouted', 'form']",0.709
3017,western,300387125,"['including', 'kame', 'prefect', 'agricultural', 'necked', 'mortar', 'yaki', 'graded', 'jar', 'century', 'okayama', 'produced', 'kitchen', 'narrow', 'inbe', 'japan', 'among', 'size', 'village', 'province', 'ceramic', 'tsubo', 'wide', 'bizen', 'widely', 'ware', 'around', 'suribachi', 'traded']",0.765
3018,western,300379855,"['including', 'rhine', 'use', 'particularly', 'france', 'style', 'area', 'part', 'belgium', 'netherlands', 'northern', 'present', 'pertaining', 'gallic', 'switzerland', 'germany', 'culture', 'gaul', 'iron', 'luxembourg', 'influence', 'italy', 'day', 'bank', 'west', 'age', 'gaulish', 'europe', 'roman']",0.898
3019,western,300012365,"['six', 'fast', 'tree', 'cottonwood', 'aigeiros', 'depending', 'cottony', 'upon', 'taxonomic', 'specie', 'classification', 'aegiros', 'three', 'native', 'comprising', 'named', 'thrace', 'america', 'poplar', 'populus', 'north', 'growing', 'section', 'leaf', 'genus', 'toothed', 'europe', 'triangular']",0.791
3020,western,300012357,"['maple', 'wood', 'tree', 'use', 'introduced', 'pseudoplatanus', 'yellowish', 'veneer', 'specie', 'sycamore', 'central', 'ficus', 'native', 'sometimes', 'asia', 'sycamorus', 'britain', 'inlay', 'platanus', 'handle', 'plane', 'straight', 'turnery', 'grain', 'simply', 'white', 'used', 'brush', 'called', 'even', 'bobbin', 'europe', 'acer']",0.674
3021,western,300400674,"['scientific', 'made', 'issue', 'also', 'egypt', 'part', 'origin', 'within', 'glass', 'along', 'egyptian', 'remain', 'gemstone', 'desert', 'found', 'material', 'paleolithic', 'impact', 'debated', 'community', 'meteor', 'yellow', 'naturally', 'used', 'ancient', 'occurring', 'greenish', 'west', 'may', 'fusing', 'libyan', 'silica', 'result']",0.864
3022,western,300264888,"['laoha', 'neolithic', 'first', 'ceremonial', 'since', 'realistic', 'geometric', 'bi', 'clay', 'type', 'sometimes', 'grey', 'often', 'pottery', 'province', 'village', 'ground', 'northeast', 'shape', 'cairn', 'graf', 'may', 'built', 'surface', 'chinese', 'decorated', 'central', 'pendant', 'include', 'refers', 'jade', 'dwelling', 'complex', 'found', 'hill', 'noteworthy', 'culture', 'figurine', 'ornamented', 'inner', 'hongshan', 'female', 'high', 'gift', 'pattern', 'ring', 'based', 'hongshanhou', 'particularly', 'river', 'hebei', 'excavation', 'polished', 'fashioned', 'along', 'indicate', 'yangshao', 'distribution', 'named', 'human', 'liaoning', 'bead', 'red', 'elaborate', 'burial', 'stone', 'contact', 'carved', 'tool', 'various', 'object', 'area', 'large', 'covered', 'without', 'part', 'animal', 'dating', 'matriarchal', 'wide', 'society', 'site', 'relatively', 'grassland', 'mongolia']",0.856
3023,western,300386608,"['yap', 'pacific', 'yapese', 'micronesia', 'culture', 'nationality', 'style']",0.797
3024,western,300042335,"['common', 'ensemble', 'player', 'characterized', 'style', 'orchestra', 'trombone', 'length', 'instrument', 'predominantly', 'brass', 'aerophones', 'slide', 'jazz', 'trumpet', 'cylindrical', 'cup', 'shaped', 'bore', 'telescopic', 'varies']",0.589
3025,western,300055991,"['consecrated', 'dominate', 'began', 'early', 'order', 'work', 'medieval', 'particularly', 'rule', 'religious', 'immersion', 'individual', 'form', 'involve', 'preaching', 'lay', 'christian', 'missionary', 'buddhism', 'came', 'christianity', 'emphasizes', 'legislation', 'standard', 'clergy', 'found', 'catholic', 'scholarship', 'monasticism', 'devoted', 'led', 'monastic', 'created', 'benedict', 'life', 'orthodox', 'voluntary', 'community', 'rarely', 'emphasized', 'ascetic', 'became', 'soon', 'important', 'mendicant', 'system', 'solitary', 'combined', 'perfection', 'movement', 'poverty', 'research', 'roman', 'although']",0.85
3026,western,300209928,"['chiefly', 'men', 'archipelago', 'also', 'pacific', 'wrapping', 'preformed', 'part', 'main', 'malay', 'woman', 'similar', 'strip', 'worn', 'often', 'garment', 'sarong', 'cloth', 'around', 'formed', 'lower']",0.799
3027,western,300438684,"['common', 'played', 'backgammon', 'existing', 'rolled', 'two', 'modern', 'board', 'variety', 'determine', 'history', 'game', 'variation', 'vertical', 'dice', 'several', 'row', 'globally', 'point', 'movement', 'table']",0.787
3028,western,300114356,"['woodblock', 'school', 'appearance', 'style', 'large', 'produced', 'population', 'japanese', 'recently', 'resident', 'custom', 'named', 'foreign', 'visitor', 'e', 'usually', 'arrived', 'glimpse', 'offered', 'printmaking', 'port', 'yokohama']",0.793
3029,western,300019705,"['lydian', 'early', 'characterized', 'lydia', 'particularly', 'object', 'aanatolia', 'greek', 'century', 'kingdom', 'refers', 'mixed', 'seen', 'art', 'east', 'capital', 'ruled', 'period', 'independent', 'influence', 'tradition', 'anatolian', 'bce']",0.876
3030,western,300019221,"['uthong', 'thong', 'city', 'buddha', 'known', 'expression', 'shown', 'nose', 'pedestal', 'ruler', 'facial', 'flap', 'khmer', 'province', 'seated', 'haripunjaya', 'almond', 'suphanburi', 'tiny', 'hand', 'mon', 'austere', 'notched', 'oval', 'left', 'eye', 'element', 'central', 'design', 'refers', 'square', 'three', 'sukhothai', 'tong', 'influence', 'impersonable', 'sculptural', 'b', 'smiling', 'robe', 'û', 'classified', 'based', 'gesture', 'style', 'revealed', 'came', 'reflecting', 'named', 'position', 'conical', 'exhibit', 'subduing', 'sub', 'forehead', 'straight', 'thailand', 'prominent', 'group', 'dvaravati', 'various', 'ayutthaya', 'u', 'feature', 'generally', 'combine', 'elongated', 'image', 'body', 'fruition', 'period', 'quarter', 'hero', 'second', 'c', 'withdrawal', 'face', 'stronger']",0.82
3031,western,300417402,"['toured', 'kuo', 'retirement', 'seminal', 'young', 'ink', 'painting', 'brought', 'artist', 'liu', 'chinese', 'republic', 'took', 'figure', 'experimentation', 'also', 'lui', 'technique', 'since', 'pioneer', 'opening', 'china', 'held', 'modern', 'many', 'new', 'taiwan', 'hong', 'association', 'started', 'promote', 'strong', 'blending', 'moved', 'adapting', 'modernist', 'late', 'continued', 'theory', 'impact', 'art', 'kong', 'departure', 'group', 'meantime', 'became', 'place', 'point', 'traditional', 'master', 'latter', 'exhibition', 'sung', 'organized', 'year', 'spirit', 'innovate', 'movement', 'earlier', 'founded', 'co', 'student', 'shoukwan', 'taught']",0.823
3032,western,300012650,"['found', 'wood', 'north', 'lodge', 'pinus', 'pine', 'lodgepole', 'contorta', 'pole']",0.516
3033,western,300263766,"['ajolo', 'farefare', 'aculo', 'fra', 'kassonfra', 'style', 'frafra', 'cultural', 'collective', 'african', 'atyulo', 'culture', 'linguistic', 'sudanese', 'name', 'atyoulos', 'awounas', 'ghana', 'burkina', 'awuna', 'yulu', 'group', 'living']",0.847
3034,western,300404654,"['first', 'particularly', 'another', 'family', 'middle', 'positioned', 'familiar', 'context', 'comprising', 'possibly', 'maternal', 'additional', 'culture', 'sort', 'islamic', 'name', 'last', 'tradition', 'analogous', 'primary', 'personal', 'may']",0.844
3035,western,300238711,"['town', 'sided', 'indicating', 'kulah', 'early', 'characterized', 'exchanged', 'particularly', 'blue', 'columnar', 'coula', 'style', 'form', 'kula', 'niche', 'broad', 'century', 'direction', 'prayer', 'produced', 'floor', 'koula', 'central', 'pendant', 'design', 'later', 'turkey', 'handwoven', 'comprising', 'collector', 'strong', 'ribbonlike', 'assortment', 'often', 'east', 'textile', 'straight', 'red', 'elaborate', 'islamic', 'rug', 'example', 'anatolian', 'brown', 'mecca', 'izmir', 'low', 'side', 'muddy', 'throughou', 'arch', 'popular', 'covering']",0.832
3036,western,300238711,"['town', 'sided', 'indicating', 'kulah', 'early', 'characterized', 'exchanged', 'particularly', 'blue', 'columnar', 'coula', 'style', 'form', 'kula', 'niche', 'broad', 'century', 'direction', 'prayer', 'produced', 'floor', 'koula', 'central', 'pendant', 'design', 'later', 'turkey', 'handwoven', 'comprising', 'collector', 'strong', 'ribbonlike', 'assortment', 'often', 'east', 'textile', 'straight', 'red', 'elaborate', 'islamic', 'rug', 'example', 'anatolian', 'brown', 'mecca', 'izmir', 'low', 'side', 'muddy', 'throughou', 'arch', 'popular', 'covering']",0.832
3037,western,300114381,"['print', 'uki', 'painting', 'japanese', 'ukie', 'e', 'employing', 'style']",0.453
3038,western,300041783,"['used', 'drum', 'tuned', 'two', 'tension', 'headed', 'set', 'cylindrical', 'band', 'double', 'vertical', 'tomtom', 'rod', 'rhythm', 'tom', 'since']",0.539
3039,western,300343407,"['usually', 'example', 'element', 'african', 'spout', 'ornamental', 'architecture', 'pottery', 'art', 'carpet', 'design', 'head', 'motif', 'maned', 'lion', 'asian', 'occur', 'form']",0.745
3040,western,300379934,"['people', 'non', 'unknown', 'modern', 'inhabited', 'aryan', 'origin', 'basque', 'refers', 'spaek', 'border', 'spanning', 'pyrenees', 'culture', 'france', 'spain', 'region', 'style']",0.9
3041,western,300386382,"['italy', 'rome', 'nationality', 'central', 'culture', 'latium', 'latian', 'style']",0.819
3042,western,300417409,"['literati', 'surpassed', 'painting', 'back', 'artist', 'aesthetic', 'considered', 'china', 'revive', 'held', 'desire', 'assault', 'well', 'new', 'represented', 'attempted', 'conceptual', 'political', 'current', 'late', 'mid', 'term', 'bring', 'life', 'art', 'social', 'phenomenon', 'change', 'older', 'contemporary', 'traditional', 'influence', 'annual', 'master', 'exhibition', 'artistic', 'spirit', 'theoretical', 'civilization', 'ravaged', 'face', 'classical']",0.843
3043,western,300019328,"['including', 'chisel', 'characterized', 'france', 'region', 'style', 'elsewhere', 'occupation', 'refers', 'existed', 'belgium', 'northern', 'ended', 'named', 'fère', 'en', 'isle', 'british', 'culture', 'typically', 'tardenoisian', 'distinctive', 'tardenois', 'arrowhead', 'related', 'azilian', 'microliths', 'site', 'mesolithic', 'sandy']",0.886
3044,western,300019341,"['including', 'development', 'neolithic', 'pot', 'homogenous', 'developed', 'characterized', 'lattice', 'fifth', 'curved', 'style', 'decorated', 'rössen', 'chequer', 'refers', 'millennium', 'strong', 'flourished', 'cuture', 'bandkeramik', 'rhineland', 'germany', 'local', 'followed', 'fourth', 'culture', 'contemporary', 'lengyel', 'tradition', 'roessen', 'relatively']",0.868
3045,western,300011948,"['smooth', 'wood', 'pale', 'tree', 'water', 'tool', 'furniture', 'painting', 'bentwood', 'especially', 'veneer', 'plywood', 'give', 'well', 'flooring', 'close', 'panel', 'chair', 'handle', 'beechwood', 'grain', 'cabinetry', 'shiny', 'several', 'used', 'heavy', 'brown', 'reddish', 'hard', 'commonly', 'bend', 'genus', 'durable', 'beech']",0.579
3046,western,300386488,"['mountain', 'early', 'pannonian', 'region', 'style', 'area', 'eastern', 'century', 'part', 'northern', 'empire', 'slovenia', 'province', 'east', 'culture', 'corresponding', 'austria', 'ancient', 'pannonia', 'west', 'carpathian', 'hungary', 'roman', 'nationality', 'sea', 'adriatic']",0.894
3047,western,300379143,"['assumes', 'compression', 'late', 'protogothic', 'carolingian', 'gothic', 'textura', 'oval', 'praegothica', 'lateral', 'manuscript', 'aspect', 'europen', 'script', 'associated', 'pregothic', 'transitional']",0.75
3048,western,300312277,"['made', 'tightly', 'rubberized', 'usage', 'turned', 'nation', 'also', 'wrapper', 'pant', 'pilch', 'modern', 'refers', 'inside', 'refer', 'wool', 'cover', 'sometimes', 'plastic', 'animal', 'adult', 'knitted', 'material', 'term', 'worn', 'pilches', 'lined', 'garment', 'diaper', 'outer', 'used', 'usually', 'colorful', 'cloth', 'flannel', 'boiled', 'earlier', 'skin', 'triangular', 'fur', 'waterproof']",0.646
3049,western,300404228,"['largely', 'various', 'usage', 'comprise', 'priest', 'triple', 'saturday', 'arrangement', 'pius', 'large', 'eastern', 'christian', 'lit', 'prior', 'three', 'specialized', 'rod', 'candle', 'xii', 'liturgical', 'candlestick', 'trikirion', 'paschal', 'due', 'composed', 'τρικήριον', 'aisle', 'tied', 'tricereo', 'pope', 'proceeds', 'used', 'bronze', 'tradition', 'example', 'holy', 'church', 'reed', 'may', 'commonly', 'replaced', 'device', 'front', 'revision', 'stick', 'successively']",0.775
3050,western,300018425,"['made', 'little', 'oldest', 'original', 'dynastic', 'influenced', 'ta', 'using', 'jin', 'produced', 'artwork', 'buddhist', 'five', 'province', 'tang', 'tradition', 'ware', 'sūtras', 'khitan', 'chinese', 'huayan', 'also', 'metalworking', 'gilding', 'universe', 'mu', 'include', 'refers', 'contains', 'building', 'later', 'nomadic', 'genghis', 'structure', 'ceramic', 'liao', 'culture', 'likewise', 'influence', 'last', 'bai', 'inner', 'artistic', 'proto', 'silver', 'around', 'temple', 'mongolian', 'timber', 'wooden', 'song', 'based', 'adherence', 'defeated', 'style', 'form', 'excavation', 'remnant', 'library', 'ying', 'shanxi', 'tomb', 'invading', 'imported', 'idea', 'xian', 'overthrow', 'founded', 'lower', 'datong', 'survived', 'bhagavad', 'object', 'show', 'gold', 'area', 'pagoda', 'architecture', 'surviving', 'fold', 'pavilion', 'northern', 'cabinet', 'statue', 'went', 'people', 'display', 'dating', 'tian', 'period', 'contemporary', 'extant', 'white', 'balin', 'scripture', 'mongolia', 'although', 'dynasty']",0.862
3051,western,300019342,"['including', 'pinched', 'lasted', 'neolithic', 'evident', 'characterized', 'activity', 'ax', 'finger', 'top', 'style', 'area', 'sixth', 'scholar', 'eastern', 'large', 'hunting', 'displaying', 'modern', 'polished', 'generally', 'creation', 'refers', 'millennium', 'bosnia', 'romania', 'slovakia', 'named', 'serbia', 'pottery', 'northeast', 'culture', 'knife', 'thick', 'distinctive', 'fishing', 'nail', 'starcevo', 'spiral', 'bulgaria', 'curvilinear', 'agree', 'hungary', 'around', 'site', 'ukraine', 'agriculture', 'wall']",0.871
3052,western,300444037,"['flowering', 'cytisus', 'tribe', 'one', 'genisteae', 'colored', 'africa', 'native', 'brightly', 'asia', 'like', 'often', 'shrub', 'several', 'flower', 'called', 'heathland', 'north', 'commonly', 'pea', 'genus', 'scrub', 'produce', 'europe', 'plant']",0.771
3053,western,300387633,"['long', 'grow', 'tree', 'ring', 'mountain', 'sequence', 'pinus', 'longaeva', 'back', 'sample', 'bc', 'one', 'aristata', 'specie', 'two', 'altitude', 'produced', 'great', 'like', 'curving', 'dendrochronological', 'life', 'cone', 'white', 'lived', 'basin', 'study', 'high', 'pine', 'continuous', 'longer', 'bristlecone', 'spine']",0.757
3054,western,300375467,"['timber', 'wood', 'tree', 'treating', 'making', 'cottonwood', 'first', 'wound', 'use', 'gum', 'salicin', 'california', 'pacific', 'elsewhere', 'rope', 'large', 'sap', 'specie', 'planted', 'canoe', 'medicine', 'fish', 'glue', 'classification', 'extract', 'genome', 'native', 'bud', 'basket', 'like', 'bark', 'firewood', 'subspecies', 'northwestern', 'food', 'american', 'root', 'inflammatory', 'anti', 'poplar', 'balsam', 'trap', 'fragrant', 'used', 'perfume', 'inner', 'populus', 'trichocarpa', 'north', 'black', 'northwest', 'deciduous', 'content', 'useful', 'noted']",0.719
3055,western,300404604,"['kingdom', 'state', 'li', 'liang', 'founded', 'sixteen', 'han', 'chinese', 'culture', 'flourished', 'period', 'style']",0.75
3056,western,300266481,"['extensive', 'formerly', 'southwest', 'nation', 'also', 'style', 'area', 'eastern', 'existing', 'middle', 'include', 'includes', 'pakistan', 'asia', 'term', 'east', 'culture', 'india', 'used', 'northeastern', 'afghanistan', 'asian']",0.909
3057,western,300262022,"['westernized', 'meeting', 'activity', 'formerly', 'creative', 'meaning', 'individual', 'state', 'two', 'within', 'generally', 'cultural', 'deriving', 'refers', 'encountering', 'context', 'mixed', 'concept', 'hybridity', 'interaction', 'people', 'often', 'social', 'world', 'culture', 'society', 'identity', 'colonized', 'third', 'self', 'group', 'different']",0.899
3058,western,300056365,"['look', 'drawing', 'convention', 'work', 'view', 'architectural', 'composition', 'object', 'reference', 'meaning', 'perspectival', 'space', 'designed', 'refer', 'viewer', 'imagined', 'overlap', 'often', 'art', 'would', 'point', 'system', 'used', 'viewpoint', 'real', 'although', 'visual']",0.786
3059,western,300444999,"['question', 'reference', 'also', 'since', 'colonialism', 'formal', 'state', 'trend', 'refer', 'condition', 'people', 'term', 'knowledge', 'basic', 'process', 'culture', 'colonial', 'post', 'period', 'society', 'used', 'category']",0.836
3060,western,300404070,"['persia', 'southeastern', 'left', 'repeated', 'half', 'migration', 'every', 'originated', 'form', 'ethnic', 'century', 'modern', 'live', 'well', 'european', 'generally', 'time', 'northern', 'speak', 'people', 'beginning', 'gipsy', 'traditionally', 'itinerant', 'worldwide', 'major', 'language', 'culture', 'rom', 'india', 'principally', 'romani', 'second', 'related', 'spread', 'country', 'inhabited', 'indo', 'agreed', 'gypsy', 'europe', 'group', 'closely']",0.926
3061,western,300438823,"['prefecture', 'smooth', 'jing', 'surface', 'tree', 'ability', 'water', 'wood', 'anhui', 'hsuan', 'ink', 'painting', 'characterized', 'known', 'book', 'blue', 'tara', 'county', 'pteroceltis', 'eastern', 'absorb', 'without', 'continues', 'produced', 'printing', 'main', 'fold', 'jurisdiction', 'time', 'moisten', 'hence', 'strong', 'rice', 'straw', 'paper', 'celtis', 'bark', 'handmade', 'repeatedly', 'traditionally', 'xuan', 'province', 'xuanzhou', 'conservation', 'world', 'tang', 'sandalwood', 'originally', 'increasingly', 'used', 'widely', 'tatarinowii', 'calligraphy', 'wing', 'ingredient', 'although', 'dynasty']",0.807
3062,western,300106504,"['good', 'surnamed', 'made', 'shared', 'height', 'early', 'painting', 'influential', 'devastating', 'known', 'rens', 'broad', 'century', 'xiong', 'wu', 'pertaining', 'landscape', 'ren', 'often', 'attained', 'typically', 'matter', 'minor', 'brushstrokes', 'painter', 'work', 'bold', 'figure', 'auspicious', 'professional', 'refers', 'brother', 'zhejiang', 'role', 'fan', 'zhiqian', 'moved', 'mostly', 'symbolism', 'longevity', 'best', 'popularized', 'flower', 'nucleus', 'opaque', 'decorative', 'associated', 'coloration', 'scroll', 'subject', 'particularly', 'hanging', 'style', 'technique', 'son', 'changshi', 'rich', 'contain', 'taiping', 'shanghai', 'please', 'folding', 'accessible', 'painted', 'sense', 'merchant', 'successful', 'fortune', 'patronage', 'popular', 'group', 'xiaoshan', 'primarily', 'working', 'yu', 'school', 'format', 'bird', 'office', 'large', 'hangzhou', 'unrelated', 'feature', 'four', 'everyday', 'mid', 'displayed', 'arguably', 'yi', 'xun', 'rebellion', 'usually', 'home', 'zhao', 'formed', 'emerging', 'although']",0.862
3063,western,300019715,"['inspiration', 'characterized', 'known', 'anatolia', 'particularly', 'eastern', 'century', 'kingdom', 'phrygian', 'refers', 'hittite', 'neo', 'flourished', 'local', 'art', 'king', 'mixture', 'period', 'tradition', 'bce', 'rule']",0.842
3064,western,300020046,"['use', 'referring', 'region', 'nation', 'modern', 'refers', 'general', 'syrian', 'asia', 'immediately', 'term', 'east', 'historical', 'culture', 'ancient', 'fertile', 'syria', 'crescent', 'nationality']",0.913
3065,western,300343752,"['long', 'deeply', 'austrian', 'tree', 'pinus', 'derived', 'appearance', 'needle', 'large', 'specie', 'tall', 'nigra', 'european', 'cultivated', 'somber', 'native', 'created', 'evergreen', 'sharp', 'name', 'rather', 'widely', 'growing', 'dark', 'green', 'black', 'pine', 'europe', 'rigid', 'fissured']",0.752
3066,western,300404609,"['kingdom', 'state', 'people', 'xianbei', 'qin', 'sixteen', 'founded', 'culture', 'flourished', 'period', 'style']",0.85
3067,western,300265844,"['vessel', 'bronze', 'used', 'store', 'late', 'zhou', 'lid', 'rectangular', 'ritual', 'appeared', 'chinese', 'shape', 'xu']",0.594
3068,western,300400744,"['mameluke', 'hilted', 'hilt', 'historically', 'derived', 'mamluk', 'sword', 'curved', 'army', 'century', 'egyptian', 'similar', 'version', 'british', 'several', 'contemporary', 'resembled', 'used', 'french', 'blade', 'adopted', 'sabre']",0.717
3069,western,300113534,"['shading', 'painter', 'consequently', 'subject', 'evident', 'employed', 'work', 'dutch', 'city', 'school', 'foreigner', 'woodblock', 'artist', 'bird', 'chinese', 'portrait', 'style', 'technique', 'century', 'government', 'main', 'european', 'refers', 'edo', 'resident', 'nagasaki', 'stylistic', 'four', 'official', 'foreign', 'often', 'active', 'painted', 'period', 'flower', 'open', 'port', 'borrowing', 'inspired', 'individualist']",0.878
3070,western,300310678,"['strongest', 'free', 'use', 'castle', 'alone', 'within', 'part', 'european', 'constructed', 'japanese', 'tower', 'building', 'type', 'sometimes', 'connected', 'like', 'structure', 'standing', 'exist', 'could', 'securist', 'fortification', 'tenshu', 'called', 'inner', 'compound', 'located']",0.843
3071,western,300004624,"['gothic', 'early', 'prefer', 'basilican', 'english', 'across', 'chapel', 'porch', 'space', 'entrance', 'later', 'end', 'interior', 'often', 'narthexlike', 'vestibule', 'used', 'french', 'church', 'narthex', 'west', 'romanesque']",0.75
3072,western,300013200,"['good', 'made', 'fade', 'thus', 'kiln', 'lime', 'inorganic', 'lazuline', 'deposit', 'painting', 'lapis', 'prestigious', 'lazurite', 'medieval', 'manuscript', 'developed', 'blue', 'natural', 'genuine', 'another', 'renaissance', 'fair', 'generally', 'gemstone', 'variety', 'slight', 'reserved', 'similar', 'lapislazuli', 'lazuli', 'pigment', 'separated', 'transparency', 'ultramar', 'cast', 'ground', 'red', 'particle', 'royal', 'expensive', 'madonna', 'resistance', 'ultramarine', 'synthetic', 'poor', 'used', 'age', 'earlier', 'azure', 'produce', 'darkened', 'robe', 'illumination', 'wall']",0.747
3073,western,300412021,"['troy', 'transaction', 'international', 'unit', 'gold', 'dominant', 'money', 'since', 'large', 'florence', 'many', 'represented', 'standard', 'nominally', 'pure', 'gram', 'scale', 'coin', 'europe', 'historical', 'currency', 'grain', 'system', 'italy', 'bank', 'florentine', 'florin', 'struck', 'enterprise']",0.799
3074,western,300254016,"['notably', 'activity', 'fantastic', 'costume', 'gathering', 'disguise', 'include', 'mask', 'tend', 'people', 'others', 'african', 'wearing', 'often', 'culture', 'elaborate', 'important', 'simply', 'masquerade', 'recreational']",0.779
3075,western,300312100,"['placed', 'hand', 'ring', 'practice', 'left', 'bridegroom', 'finger', 'ceremony', 'gold', 'another', 'part', 'signify', 'ever', 'similarly', 'plain', 'worn', 'wedding', 'marriage', 'engagement', 'metal', 'precious', 'contemporary', 'conjuncted', 'necessarily', 'usually', 'afterwards', 'third', 'may', 'bride', 'marital', 'presented']",0.735
3076,western,300192160,"['century', 'prayer', 'containing', 'sacramentaries', 'generally', 'use', 'celebrating', 'mainly', 'book', 'folded', 'sacramentary', 'mass']",0.758
3077,western,300386389,"['liguria', 'including', 'ancient', 'italy', 'people', 'genoa', 'savoy', 'cisalpine', 'north', 'part', 'coastal', 'gaul', 'piedmont', 'culture', 'region', 'style', 'ligurian']",0.914
3078,western,300262487,"['name', 'oggiek', 'ethnic', 'african', 'hunter', 'generally', 'highland', 'okiek', 'gatherer', 'culture', 'group', 'living', 'style']",0.866
3079,western,300018585,"['including', 'namban', 'work', 'painting', 'ship', 'artist', 'depicting', 'priest', 'religious', 'niccolo', 'style', 'century', 'cross', 'produced', 'european', 'missionary', 'include', 'refers', 'motif', 'japanese', 'giovanni', 'japan', 'connected', 'found', 'jesuit', 'people', 'barbarian', 'imported', 'often', 'art', 'folding', 'screen', 'lacquer', 'traditonal', 'traditional', 'southern', 'merchant', 'rosary', 'flask', 'taught']",0.841
3080,western,300386867,"['common', 'including', 'dispersed', 'aramaean', 'derived', 'tribe', 'mediterranean', 'become', 'ethiopian', 'mesopotamia', 'semitic', 'akkadian', 'peole', 'canaanite', 'coast', 'generally', 'origin', 'throughout', 'africa', 'prehistoric', 'arab', 'speaking', 'hebrew', 'peninsula', 'presumably', 'blended', 'people', 'settled', 'arabian', 'semmetic', 'language', 'horn', 'location', 'culture', 'possible', 'became', 'proposed', 'widely', 'related', 'phoenicia', 'bce', 'site', 'civilization', 'definitively', 'semite']",0.917
3081,western,300012673,"['found', 'white', 'wood', 'name', 'century', 'north', 'yellow', 'pinus', 'pine', 'ponderosa', 'oregon']",0.606
3082,western,300012673,"['found', 'white', 'wood', 'name', 'century', 'north', 'yellow', 'pinus', 'pine', 'ponderosa', 'oregon']",0.606
3083,western,300379594,"['creature', 'hind', 'greece', 'head', 'bird', 'minoan', 'haunch', 'mediterranean', 'watch', 'originated', 'gold', 'area', 'crested', 'greek', 'eastern', 'shown', 'century', 'function', 'believed', 'middle', 'throughout', 'keep', 'griffon', 'motif', 'millennium', 'jealous', 'probably', 'eagle', 'asia', 'mythological', 'often', 'paired', 'composite', 'mane', 'body', 'either', 'gryphon', 'seated', 'griffin', 'quarter', 'usually', 'ancient', 'spiral', 'levant', 'spread', 'favorite', 'whereas', 'inhabited', 'decorative', 'wing', 'asiatic', 'recumbent', 'scythia']",0.824
3084,western,300244124,"['way', 'including', 'town', 'production', 'early', 'ghiordes', 'small', 'derived', 'floral', 'particularly', 'anatolia', 'coarse', 'style', 'also', 'kula', 'large', 'century', 'exported', 'generally', 'refers', 'handwoven', 'represented', 'seen', 'late', 'term', 'smyrna', 'court', 'izmar', 'textile', 'center', 'particular', 'originally', 'usak', 'ancient', 'usually', 'example', 'called', 'used', 'izmir', 'carpet', 'specifically', 'ismir', 'ottoman', 'pattern']",0.862
3085,western,300417766,"['motion', 'early', 'television', 'characterized', 'film', 'show', 'also', 'setting', 'theme', 'australia', 'set', 'genre', 'time', 'similar', 'american', 'apply', 'argentina', 'picture', 'usually', 'west', 'may', 'expansion', 'radio', 'certain']",0.8
3086,western,300417766,"['motion', 'early', 'television', 'characterized', 'film', 'show', 'also', 'setting', 'theme', 'australia', 'set', 'genre', 'time', 'similar', 'american', 'apply', 'argentina', 'picture', 'usually', 'west', 'may', 'expansion', 'radio', 'certain']",0.8
3087,western,300417766,"['motion', 'early', 'television', 'characterized', 'film', 'show', 'also', 'setting', 'theme', 'australia', 'set', 'genre', 'time', 'similar', 'american', 'apply', 'argentina', 'picture', 'usually', 'west', 'may', 'expansion', 'radio', 'certain']",0.8
3088,western,300265846,"['vessel', 'bronze', 'used', 'water', 'late', 'ablution', 'zhou', 'employed', 'ritual', 'yi', 'pour', 'chinese']",0.626
3089,western,300012327,"['white', 'quercus', 'wood', 'common', 'coast', 'specie', 'oak', 'north', 'garryana', 'america', 'garry', 'particularly', 'straight', 'willamette', 'native', 'compact', 'oregon', 'texture']",0.745
